Pab1,Pab2,Pab3,Wspd_offset,Wspd,date
1.06,1.06,1.06,1.2260000000000026,12.21,2024-01-18 23:20:00
1.08,1.08,1.08,1.1820000000000004,12.8,2024-01-18 23:30:00
1.08,1.08,1.08,0.7359999999999989,12.87,2024-01-18 23:40:00
1.09,1.09,1.09,0.39200000000000124,12.9,2024-01-18 23:50:00
1.08,1.08,1.08,-0.0519999999999996,12.63,2024-01-19 00:00:00
1.08,1.08,1.08,-0.29600000000000115,12.43,2024-01-19 00:10:00
1.08,1.08,1.08,-0.23000000000000043,12.42,2024-01-19 00:20:00
1.08,1.08,1.08,-0.36400000000000077,12.14,2024-01-19 00:30:00
1.07,1.07,1.07,-0.21199999999999974,12.14,2024-01-19 00:40:00
1.07,1.07,1.07,-0.32200000000000095,11.88,2024-01-19 00:50:00
1.06,1.06,1.06,-0.41199999999999903,11.63,2024-01-19 01:00:00
1.05,1.05,1.05,-0.47799999999999976,11.35,2024-01-19 01:10:00
1.06,1.06,1.06,-0.10400000000000098,11.62,2024-01-19 01:20:00
1.07,1.07,1.07,0.10400000000000098,11.75,2024-01-19 01:30:00
1.06,1.06,1.06,-0.10199999999999854,11.46,2024-01-19 01:40:00
1.06,1.06,1.06,0.19599999999999973,11.79,2024-01-19 01:50:00
1.07,1.07,1.07,0.2680000000000007,11.99,2024-01-19 02:00:00
1.09,1.09,1.09,0.9220000000000006,12.9,2024-01-19 02:10:00
1.09,1.09,1.09,0.6679999999999975,12.87,2024-01-19 02:20:00
1.09,1.09,1.09,0.3780000000000001,12.86,2024-01-19 02:30:00
1.09,1.09,1.09,-0.0600000000000005,12.58,2024-01-19 02:40:00
1.1,1.1,1.1,0.15800000000000125,13.0,2024-01-19 02:50:00
1.09,1.09,1.09,0.05000000000000071,12.89,2024-01-19 03:00:00
1.08,1.08,1.08,-0.5859999999999985,12.1,2024-01-19 03:10:00
1.09,1.09,1.09,-0.0259999999999998,12.61,2024-01-19 03:20:00
1.08,1.08,1.08,-0.39199999999999946,12.16,2024-01-19 03:30:00
1.06,1.06,1.06,-0.5759999999999987,11.72,2024-01-19 03:40:00
1.05,1.05,1.05,-0.6940000000000008,11.28,2024-01-19 03:50:00
1.01,1.01,1.01,-1.4179999999999993,10.17,2024-01-19 04:00:00
1.0,1.0,1.0,-1.202,9.83,2024-01-19 04:10:00
1.0,1.0,1.0,-1.2239999999999984,9.22,2024-01-19 04:20:00
1.0,1.0,1.0,-1.0280000000000005,8.84,2024-01-19 04:30:00
1.0,1.0,1.0,-2.0120000000000005,7.0,2024-01-19 04:40:00
0.99,0.99,0.99,-2.234,5.93,2024-01-19 04:50:00
0.99,0.99,0.99,-2.4379999999999997,4.7,2024-01-19 05:00:00
0.99,0.99,0.99,-0.9260000000000002,5.46,2024-01-19 05:10:00
0.99,0.99,0.99,0.11800000000000033,5.92,2024-01-19 05:20:00
1.0,1.0,1.0,0.5980000000000008,6.25,2024-01-19 05:30:00
1.0,1.0,1.0,2.1180000000000003,8.23,2024-01-19 05:40:00
1.0,1.0,1.0,2.1079999999999997,9.1,2024-01-19 05:50:00
1.0,1.0,1.0,1.7720000000000002,9.59,2024-01-19 06:00:00
1.0,1.0,1.0,1.2140000000000004,9.81,2024-01-19 06:10:00
1.0,1.0,1.0,0.7339999999999982,10.1,2024-01-19 06:20:00
1.03,1.03,1.03,1.104000000000001,11.03,2024-01-19 06:30:00
1.06,1.06,1.06,1.2140000000000004,11.65,2024-01-19 06:40:00
1.02,1.02,1.02,-0.1980000000000004,10.4,2024-01-19 06:50:00
1.0,1.0,1.0,-0.33199999999999896,10.38,2024-01-19 07:00:00
1.0,1.0,1.0,-1.3719999999999999,9.15,2024-01-19 07:10:00
1.0,1.0,1.0,-1.2360000000000007,8.85,2024-01-19 07:20:00
1.0,1.0,1.0,-0.4120000000000008,9.18,2024-01-19 07:30:00
1.0,1.0,1.0,-0.016000000000000014,9.37,2024-01-19 07:40:00
1.0,1.0,1.0,0.5380000000000003,9.81,2024-01-19 07:50:00
1.0,1.0,1.0,-0.05799999999999983,9.23,2024-01-19 08:00:00
1.01,1.01,1.01,0.20200000000000173,9.65,2024-01-19 08:10:00
1.02,1.02,1.02,0.6039999999999992,10.27,2024-01-19 08:20:00
1.01,1.01,1.01,0.49599999999999866,10.36,2024-01-19 08:30:00
1.01,1.01,1.01,0.1700000000000017,10.09,2024-01-19 08:40:00
1.01,1.01,1.01,-0.17800000000000082,9.87,2024-01-19 08:50:00
1.02,1.02,1.02,0.14599999999999902,10.33,2024-01-19 09:00:00
1.01,1.01,1.01,0.10999999999999943,10.3,2024-01-19 09:10:00
1.01,1.01,1.01,-0.11800000000000033,10.0,2024-01-19 09:20:00
1.0,1.0,1.0,-0.33999999999999986,9.7,2024-01-19 09:30:00
1.0,1.0,1.0,-0.5700000000000003,9.37,2024-01-19 09:40:00
1.0,1.0,1.0,-0.28999999999999915,9.48,2024-01-19 09:50:00
1.0,1.0,1.0,-0.045999999999999375,9.58,2024-01-19 10:00:00
1.0,1.0,1.0,-0.3539999999999992,9.09,2024-01-19 10:10:00
1.0,1.0,1.0,-0.23199999999999932,9.09,2024-01-19 10:20:00
1.0,1.0,1.0,-0.032000000000001805,9.27,2024-01-19 10:30:00
1.01,1.01,1.01,0.41000000000000014,9.77,2024-01-19 10:40:00
1.01,1.01,1.01,0.7720000000000002,10.27,2024-01-19 10:50:00
1.52,1.52,1.52,-0.15999999999999837,9.4,2024-01-19 11:00:00
1.24,1.24,1.24,-0.3260000000000005,9.27,2024-01-19 11:10:00
1.01,1.01,1.01,-0.2939999999999987,9.31,2024-01-19 11:20:00
1.02,1.02,1.02,0.4939999999999998,10.18,2024-01-19 11:30:00
1.0,1.0,1.0,-0.08000000000000007,9.44,2024-01-19 11:40:00
1.01,1.01,1.01,0.4720000000000013,10.14,2024-01-19 11:50:00
1.02,1.02,1.02,0.24200000000000088,10.07,2024-01-19 12:00:00
1.0,1.0,1.0,-0.9420000000000002,8.78,2024-01-19 12:10:00
1.01,1.01,1.01,0.3539999999999992,10.05,2024-01-19 12:20:00
1.0,1.0,1.0,-0.9920000000000009,8.52,2024-01-19 12:30:00
1.02,1.02,1.02,0.7399999999999984,10.28,2024-01-19 12:40:00
1.02,1.02,1.02,0.5380000000000003,10.08,2024-01-19 12:50:00
1.01,1.01,1.01,-0.370000000000001,9.27,2024-01-19 13:00:00
1.0,1.0,1.0,-0.5340000000000007,8.87,2024-01-19 13:10:00
1.01,1.01,1.01,-0.19599999999999795,9.38,2024-01-19 13:20:00
1.0,1.0,1.0,-0.7599999999999998,8.45,2024-01-19 13:30:00
1.01,1.01,1.01,0.7100000000000009,9.88,2024-01-19 13:40:00
1.0,1.0,1.0,-1.275999999999999,7.55,2024-01-19 13:50:00
1.11,1.11,1.11,-0.20399999999999885,8.56,2024-01-19 14:00:00
1.0,1.0,1.0,-1.4719999999999995,6.77,2024-01-19 14:10:00
1.0,1.0,1.0,-0.7360000000000007,7.27,2024-01-19 14:20:00
1.0,1.0,1.0,0.7220000000000004,8.44,2024-01-19 14:30:00
1.0,1.0,1.0,-0.5280000000000005,7.1,2024-01-19 14:40:00
1.0,1.0,1.0,0.0600000000000005,7.47,2024-01-19 14:50:00
1.0,1.0,1.0,0.14400000000000013,7.75,2024-01-19 15:00:00
1.0,1.0,1.0,0.18400000000000016,7.92,2024-01-19 15:10:00
1.0,1.0,1.0,-0.31200000000000117,7.17,2024-01-19 15:20:00
1.0,1.0,1.0,0.29000000000000004,7.94,2024-01-19 15:30:00
1.0,1.0,1.0,0.21999999999999975,7.97,2024-01-19 15:40:00
1.0,1.0,1.0,0.12799999999999923,7.91,2024-01-19 15:50:00
1.01,1.01,1.01,0.3459999999999992,8.18,2024-01-19 16:00:00
1.0,1.0,1.0,-0.24799999999999933,7.69,2024-01-19 16:10:00
1.0,1.0,1.0,0.08199999999999896,8.04,2024-01-19 16:20:00
1.0,1.0,1.0,0.9879999999999995,9.19,2024-01-19 16:30:00
1.0,1.0,1.0,-0.45199999999999907,7.71,2024-01-19 16:40:00
1.0,1.0,1.0,0.2500000000000018,8.47,2024-01-19 16:50:00
1.0,1.0,1.0,-1.5219999999999994,6.45,2024-01-19 17:00:00
0.99,0.99,0.99,-2.2520000000000007,5.14,2024-01-19 17:10:00
1.0,1.0,1.0,0.9180000000000001,8.09,2024-01-19 17:20:00
1.0,1.0,1.0,1.362,8.74,2024-01-19 17:30:00
1.01,1.01,1.01,1.8759999999999994,9.45,2024-01-19 17:40:00
1.0,1.0,1.0,1.1159999999999997,9.25,2024-01-19 17:50:00
1.0,1.0,1.0,-0.009999999999999787,8.87,2024-01-19 18:00:00
1.02,1.02,1.02,0.30600000000000094,9.46,2024-01-19 18:10:00
1.01,1.01,1.01,-0.05400000000000027,9.19,2024-01-19 18:20:00
1.01,1.01,1.01,0.014000000000001123,9.21,2024-01-19 18:30:00
1.0,1.0,1.0,0.02999999999999936,9.22,2024-01-19 18:40:00
1.0,1.0,1.0,-0.023999999999999133,9.24,2024-01-19 18:50:00
1.0,1.0,1.0,-0.05999999999999872,9.14,2024-01-19 19:00:00
1.0,1.0,1.0,0.2859999999999996,9.56,2024-01-19 19:10:00
1.0,1.0,1.0,-0.4480000000000004,8.73,2024-01-19 19:20:00
1.0,1.0,1.0,-0.6780000000000008,8.32,2024-01-19 19:30:00
1.0,1.0,1.0,0.3379999999999992,9.36,2024-01-19 19:40:00
1.0,1.0,1.0,-0.18600000000000172,8.76,2024-01-19 19:50:00
1.0,1.0,1.0,0.46199999999999974,9.37,2024-01-19 20:00:00
1.0,1.0,1.0,-0.13000000000000078,8.79,2024-01-19 20:10:00
1.0,1.0,1.0,-0.4480000000000004,8.51,2024-01-19 20:20:00
1.0,1.0,1.0,-0.613999999999999,8.09,2024-01-19 20:30:00
1.0,1.0,1.0,-1.096,7.32,2024-01-19 20:40:00
1.0,1.0,1.0,-1.4059999999999988,6.42,2024-01-19 20:50:00
1.0,1.0,1.0,0.12400000000000055,7.74,2024-01-19 21:00:00
1.0,1.0,1.0,-0.08199999999999985,7.29,2024-01-19 21:10:00
0.99,0.99,0.99,-2.002,4.69,2024-01-19 21:20:00
0.99,0.99,0.99,-1.9399999999999995,4.11,2024-01-19 21:30:00
0.99,0.99,0.99,-0.8140000000000001,4.94,2024-01-19 21:40:00
1.0,1.0,1.0,1.4260000000000002,7.04,2024-01-19 21:50:00
1.0,1.0,1.0,1.2599999999999998,6.77,2024-01-19 22:00:00
1.0,1.0,1.0,1.1480000000000006,7.15,2024-01-19 22:10:00
1.0,1.0,1.0,1.1239999999999997,7.88,2024-01-19 22:20:00
1.0,1.0,1.0,0.9759999999999991,8.43,2024-01-19 22:30:00
1.0,1.0,1.0,0.258,7.88,2024-01-19 22:40:00
1.0,1.0,1.0,-0.2920000000000007,7.47,2024-01-19 22:50:00
1.0,1.0,1.0,0.02800000000000047,7.95,2024-01-19 23:00:00
1.0,1.0,1.0,0.8940000000000001,9.05,2024-01-19 23:10:00
1.0,1.0,1.0,1.4100000000000001,9.85,2024-01-19 23:20:00
1.0,1.0,1.0,1.4560000000000013,10.4,2024-01-19 23:30:00
1.0,1.0,1.0,0.9579999999999984,10.51,2024-01-19 23:40:00
1.0,1.0,1.0,0.44599999999999973,10.51,2024-01-19 23:50:00
1.01,1.01,1.01,0.5060000000000002,10.95,2024-01-20 00:00:00
1.01,1.01,1.01,0.33399999999999963,11.01,2024-01-20 00:10:00
1.0,1.0,1.0,0.08399999999999963,10.85,2024-01-20 00:20:00
1.0,1.0,1.0,0.05600000000000094,10.9,2024-01-20 00:30:00
1.0,1.0,1.0,-0.23799999999999955,10.63,2024-01-20 00:40:00
1.0,1.0,1.0,-0.25399999999999956,10.53,2024-01-20 00:50:00
1.0,1.0,1.0,-0.20599999999999774,10.47,2024-01-20 01:00:00
1.0,1.0,1.0,-0.2500000000000018,10.32,2024-01-20 01:10:00
1.0,1.0,1.0,-0.22199999999999775,10.21,2024-01-20 01:20:00
1.0,1.0,1.0,-0.32200000000000095,9.98,2024-01-20 01:30:00
1.0,1.0,1.0,-0.46000000000000085,9.67,2024-01-20 01:40:00
1.0,1.0,1.0,-0.3880000000000017,9.56,2024-01-20 01:50:00
1.0,1.0,1.0,-0.33999999999999986,9.43,2024-01-20 02:00:00
1.0,1.0,1.0,-0.41600000000000037,9.14,2024-01-20 02:10:00
1.0,1.0,1.0,-0.5679999999999996,8.74,2024-01-20 02:20:00
1.0,1.0,1.0,-0.6379999999999999,8.42,2024-01-20 02:30:00
1.0,1.0,1.0,-0.09800000000000075,8.81,2024-01-20 02:40:00
1.0,1.0,1.0,0.17800000000000082,9.0,2024-01-20 02:50:00
1.0,1.0,1.0,0.25399999999999956,9.06,2024-01-20 03:00:00
1.16,1.16,1.16,-3.0580000000000016,5.0,2024-01-20 03:10:00
0.99,0.99,0.99,-2.3260000000000005,5.06,2024-01-20 03:20:00
1.0,1.0,1.0,-1.064,5.7,2024-01-20 03:30:00
0.99,0.99,0.99,-0.9479999999999995,5.02,2024-01-20 03:40:00
0.99,0.99,0.99,-0.24399999999999977,4.89,2024-01-20 03:50:00
0.99,0.99,0.99,-0.5259999999999998,4.51,2024-01-20 04:00:00
0.99,0.99,0.99,-0.08000000000000007,4.93,2024-01-20 04:10:00
0.99,0.99,0.99,0.05799999999999983,4.91,2024-01-20 04:20:00
0.99,0.99,0.99,0.14400000000000013,4.99,2024-01-20 04:30:00
0.99,0.99,0.99,0.1639999999999997,5.04,2024-01-20 04:40:00
1.0,1.0,1.0,1.0659999999999998,6.3,2024-01-20 04:50:00
1.0,1.0,1.0,0.7439999999999998,6.24,2024-01-20 05:00:00
0.99,0.99,0.99,0.0860000000000003,5.75,2024-01-20 05:10:00
0.99,0.99,0.99,-0.41800000000000015,5.31,2024-01-20 05:20:00
0.99,0.99,0.99,-0.7359999999999998,4.98,2024-01-20 05:30:00
0.99,0.99,0.99,-0.4480000000000004,5.01,2024-01-20 05:40:00
0.99,0.99,0.99,-0.25,4.95,2024-01-20 05:50:00
0.99,0.99,0.99,-0.274,4.72,2024-01-20 06:00:00
0.99,0.99,0.99,0.15600000000000058,5.11,2024-01-20 06:10:00
0.99,0.99,0.99,0.25,5.26,2024-01-20 06:20:00
0.99,0.99,0.99,0.02400000000000002,5.04,2024-01-20 06:30:00
0.99,0.99,0.99,0.23799999999999955,5.33,2024-01-20 06:40:00
0.99,0.99,0.99,0.02799999999999958,5.22,2024-01-20 06:50:00
0.99,0.99,0.99,0.045999999999999375,5.27,2024-01-20 07:00:00
0.99,0.99,0.99,0.020000000000000462,5.24,2024-01-20 07:10:00
0.99,0.99,0.99,-0.09199999999999964,5.15,2024-01-20 07:20:00
0.99,0.99,0.99,-0.128000000000001,5.06,2024-01-20 07:30:00
0.99,0.99,0.99,-0.26400000000000023,4.85,2024-01-20 07:40:00
0.99,0.99,0.99,-0.05999999999999961,5.0,2024-01-20 07:50:00
0.99,0.99,0.99,0.45999999999999996,5.59,2024-01-20 08:00:00
1.0,1.0,1.0,0.8600000000000003,6.2,2024-01-20 08:10:00
1.0,1.0,1.0,0.6399999999999997,6.21,2024-01-20 08:20:00
0.99,0.99,0.99,-1.3520000000000003,4.06,2024-01-20 08:30:00
0.99,0.99,0.99,-0.4039999999999999,5.01,2024-01-20 08:40:00
0.99,0.99,0.99,-0.007999999999999119,5.36,2024-01-20 08:50:00
0.99,0.99,0.99,0.17600000000000016,5.38,2024-01-20 09:00:00
0.99,0.99,0.99,0.4219999999999997,5.48,2024-01-20 09:10:00
0.99,0.99,0.99,0.16999999999999993,5.52,2024-01-20 09:20:00
0.99,0.99,0.99,-0.18799999999999972,5.2,2024-01-20 09:30:00
0.99,0.99,0.99,-0.09199999999999964,5.28,2024-01-20 09:40:00
0.99,0.99,0.99,-0.28000000000000025,5.02,2024-01-20 09:50:00
0.99,0.99,0.99,0.043999999999999595,5.31,2024-01-20 10:00:00
0.99,0.99,0.99,-0.7059999999999995,4.32,2024-01-20 10:10:00
0.99,0.99,0.99,-0.7460000000000004,4.05,2024-01-20 10:20:00
0.99,0.99,0.99,-0.3639999999999999,4.22,2024-01-20 10:30:00
0.99,0.99,0.99,-0.7400000000000002,3.55,2024-01-20 10:40:00
0.99,0.99,0.99,0.1479999999999997,4.22,2024-01-20 10:50:00
0.99,0.99,0.99,0.5359999999999996,4.68,2024-01-20 11:00:00
0.99,0.99,0.99,0.3780000000000001,4.64,2024-01-20 11:10:00
0.99,0.99,0.99,0.2940000000000005,4.64,2024-01-20 11:20:00
0.99,0.99,0.99,0.9079999999999995,5.68,2024-01-20 11:30:00
1.0,1.0,1.0,0.7279999999999998,5.82,2024-01-20 11:40:00
0.99,0.99,0.99,0.13200000000000056,5.36,2024-01-20 11:50:00
1.0,1.0,1.0,0.532,6.04,2024-01-20 12:00:00
1.0,1.0,1.0,0.31599999999999984,6.12,2024-01-20 12:10:00
0.99,0.99,0.99,-1.916,3.44,2024-01-20 12:20:00
1.15,1.15,1.15,-0.14400000000000102,5.06,2024-01-20 12:30:00
1.0,1.0,1.0,1.54,7.09,2024-01-20 12:40:00
1.0,1.0,1.0,0.5059999999999993,6.06,2024-01-20 12:50:00
0.99,0.99,0.99,0.27000000000000046,5.75,2024-01-20 13:00:00
0.99,0.99,0.99,-1.6480000000000001,3.93,2024-01-20 13:10:00
1.0,1.0,1.0,0.5380000000000003,6.38,2024-01-20 13:20:00
1.0,1.0,1.0,0.6240000000000006,6.31,2024-01-20 13:30:00
1.0,1.0,1.0,1.0620000000000003,6.92,2024-01-20 13:40:00
1.0,1.0,1.0,1.436,7.68,2024-01-20 13:50:00
1.0,1.0,1.0,0.045999999999999375,6.88,2024-01-20 14:00:00
1.0,1.0,1.0,-0.8780000000000001,5.85,2024-01-20 14:10:00
1.0,1.0,1.0,0.22999999999999954,7.12,2024-01-20 14:20:00
1.0,1.0,1.0,-0.6339999999999995,6.09,2024-01-20 14:30:00
0.99,0.99,0.99,-0.6039999999999992,5.73,2024-01-20 14:40:00
0.99,0.99,0.99,-1.2059999999999995,4.69,2024-01-20 14:50:00
1.0,1.0,1.0,0.8419999999999996,6.96,2024-01-20 15:00:00
0.99,0.99,0.99,-0.5660000000000007,5.16,2024-01-20 15:10:00
0.99,0.99,0.99,-1.2040000000000006,4.13,2024-01-20 15:20:00
0.99,0.99,0.99,-0.46799999999999997,4.65,2024-01-20 15:30:00
0.99,0.99,0.99,-0.33999999999999986,4.8,2024-01-20 15:40:00
1.48,1.48,1.48,-1.5319999999999996,2.77,2024-01-20 15:50:00
1.49,1.49,1.49,1.338,5.76,2024-01-20 16:00:00
0.99,0.99,0.99,-0.4199999999999995,3.97,2024-01-20 16:10:00
0.99,0.99,0.99,-1.7719999999999994,2.11,2024-01-20 16:20:00
1.26,1.26,1.26,-1.2980000000000005,2.03,2024-01-20 16:30:00
1.19,1.19,1.19,1.1940000000000004,4.96,2024-01-20 16:40:00
0.99,0.99,0.99,0.4900000000000002,3.88,2024-01-20 16:50:00
0.99,0.99,0.99,1.1720000000000006,4.71,2024-01-20 17:00:00
0.99,0.99,0.99,1.540000000000001,5.82,2024-01-20 17:10:00
0.99,0.99,0.99,-0.8260000000000001,3.81,2024-01-20 17:20:00
1.18,1.18,1.18,-2.0999999999999996,1.93,2024-01-20 17:30:00
1.9,1.9,1.9,-2.134,1.4,2024-01-20 17:40:00
1.9,1.9,1.9,-0.3680000000000003,2.78,2024-01-20 17:50:00
1.03,1.03,1.03,-0.18400000000000016,2.25,2024-01-20 18:00:00
0.99,0.99,0.99,-0.2559999999999998,1.77,2024-01-20 18:10:00
0.99,0.99,0.99,0.3679999999999999,2.51,2024-01-20 18:20:00
1.0,1.0,1.0,0.11400000000000032,2.47,2024-01-20 18:30:00
1.0,1.0,1.0,-0.35199999999999987,1.81,2024-01-20 18:40:00
0.99,0.99,0.99,0.528,2.8,2024-01-20 18:50:00
0.99,0.99,0.99,0.6100000000000003,3.16,2024-01-20 19:00:00
0.99,0.99,0.99,0.8239999999999998,3.59,2024-01-20 19:10:00
0.99,0.99,0.99,-0.040000000000000036,2.79,2024-01-20 19:20:00
1.22,1.22,1.22,-1.004,1.83,2024-01-20 19:30:00
1.9,1.9,1.9,-0.8740000000000001,1.75,2024-01-20 19:40:00
1.9,1.9,1.9,-0.5360000000000003,1.82,2024-01-20 19:50:00
1.72,1.72,1.72,3.226,6.08,2024-01-20 20:00:00
1.0,1.0,1.0,3.432,7.16,2024-01-20 20:10:00
1.0,1.0,1.0,2.0139999999999993,6.72,2024-01-20 20:20:00
1.0,1.0,1.0,1.0919999999999996,6.81,2024-01-20 20:30:00
1.0,1.0,1.0,0.8139999999999992,7.71,2024-01-20 20:40:00
1.0,1.0,1.0,0.05600000000000005,7.17,2024-01-20 20:50:00
1.0,1.0,1.0,1.2060000000000004,8.61,2024-01-20 21:00:00
1.0,1.0,1.0,0.45999999999999996,8.15,2024-01-20 21:10:00
1.0,1.0,1.0,0.23199999999999843,8.2,2024-01-20 21:20:00
1.0,1.0,1.0,0.581999999999999,8.76,2024-01-20 21:30:00
1.0,1.0,1.0,0.4559999999999995,9.0,2024-01-20 21:40:00
1.0,1.0,1.0,-0.02200000000000024,8.5,2024-01-20 21:50:00
1.0,1.0,1.0,-0.5880000000000001,7.88,2024-01-20 22:00:00
1.0,1.0,1.0,-1.6920000000000002,6.42,2024-01-20 22:10:00
1.0,1.0,1.0,-0.8559999999999999,6.88,2024-01-20 22:20:00
1.0,1.0,1.0,-0.6159999999999997,6.65,2024-01-20 22:30:00
1.0,1.0,1.0,-0.782,5.98,2024-01-20 22:40:00
1.0,1.0,1.0,0.24600000000000044,6.79,2024-01-20 22:50:00
1.0,1.0,1.0,0.35599999999999987,7.02,2024-01-20 23:00:00
1.0,1.0,1.0,0.016000000000000014,6.63,2024-01-20 23:10:00
0.99,0.99,0.99,-0.6919999999999993,5.74,2024-01-20 23:20:00
0.99,0.99,0.99,-0.5880000000000001,5.81,2024-01-20 23:30:00
0.99,0.99,0.99,-0.7919999999999998,5.31,2024-01-20 23:40:00
0.99,0.99,0.99,-0.354000000000001,5.43,2024-01-20 23:50:00
0.0,0.0,0.0,-4.458,0.0,2024-01-21 00:00:00
0.99,0.99,0.99,1.0259999999999998,5.42,2024-01-21 00:10:00
0.99,0.99,0.99,-0.4640000000000004,3.46,2024-01-21 00:20:00
0.99,0.99,0.99,0.6179999999999994,4.35,2024-01-21 00:30:00
1.0,1.0,1.0,3.8100000000000005,8.07,2024-01-21 00:40:00
1.0,1.0,1.0,1.6519999999999992,7.39,2024-01-21 00:50:00
1.0,1.0,1.0,1.9539999999999997,8.26,2024-01-21 01:00:00
1.0,1.0,1.0,1.4819999999999993,8.87,2024-01-21 01:10:00
1.0,1.0,1.0,-0.3819999999999997,7.67,2024-01-21 01:20:00
1.0,1.0,1.0,-0.79,7.06,2024-01-21 01:30:00
1.0,1.0,1.0,-2.0600000000000005,5.39,2024-01-21 01:40:00
0.99,0.99,0.99,-4.1419999999999995,2.07,2024-01-21 01:50:00
0.99,0.99,0.99,-0.685999999999999,4.69,2024-01-21 02:00:00
0.99,0.99,0.99,-1.2659999999999996,3.22,2024-01-21 02:10:00
0.99,0.99,0.99,-0.242,3.54,2024-01-21 02:20:00
0.99,0.99,0.99,0.8560000000000003,4.45,2024-01-21 02:30:00
0.99,0.99,0.99,0.6280000000000001,4.76,2024-01-21 02:40:00
0.99,0.99,0.99,1.1740000000000004,5.46,2024-01-21 02:50:00
0.99,0.99,0.99,0.2939999999999996,4.92,2024-01-21 03:00:00
0.99,0.99,0.99,1.178,6.37,2024-01-21 03:10:00
1.0,1.0,1.0,1.5779999999999994,7.35,2024-01-21 03:20:00
1.0,1.0,1.0,-0.11600000000000055,5.88,2024-01-21 03:30:00
1.0,1.0,1.0,-1.7280000000000002,3.97,2024-01-21 03:40:00
1.01,1.01,1.01,2.646,9.2,2024-01-21 03:50:00
1.0,1.0,1.0,1.08,7.95,2024-01-21 04:00:00
1.0,1.0,1.0,1.3520000000000003,8.44,2024-01-21 04:10:00
1.0,1.0,1.0,-0.6959999999999997,6.52,2024-01-21 04:20:00
0.99,0.99,0.99,-2.950000000000001,4.34,2024-01-21 04:30:00
0.99,0.99,0.99,-2.6899999999999986,3.45,2024-01-21 04:40:00
0.99,0.99,0.99,-0.1819999999999995,5.46,2024-01-21 04:50:00
0.99,0.99,0.99,-1.3059999999999996,3.31,2024-01-21 05:00:00
0.99,0.99,0.99,-0.4399999999999995,3.59,2024-01-21 05:10:00
1.0,1.0,1.0,1.798000000000001,6.2,2024-01-21 05:20:00
1.0,1.0,1.0,1.3439999999999994,6.32,2024-01-21 05:30:00
1.0,1.0,1.0,0.13199999999999967,5.02,2024-01-21 05:40:00
1.0,1.0,1.0,0.9340000000000002,6.45,2024-01-21 05:50:00
0.99,0.99,0.99,-0.25400000000000045,5.68,2024-01-21 06:00:00
0.99,0.99,0.99,-0.3979999999999988,5.37,2024-01-21 06:10:00
1.0,1.0,1.0,1.096000000000001,7.0,2024-01-21 06:20:00
1.0,1.0,1.0,0.8200000000000003,7.15,2024-01-21 06:30:00
1.0,1.0,1.0,-0.3039999999999994,5.92,2024-01-21 06:40:00
1.0,1.0,1.0,-0.10400000000000009,6.23,2024-01-21 06:50:00
1.02,1.02,1.02,2.308,9.46,2024-01-21 07:00:00
1.0,1.0,1.0,0.976,8.41,2024-01-21 07:10:00
1.0,1.0,1.0,0.34799999999999986,7.94,2024-01-21 07:20:00
1.0,1.0,1.0,-0.7839999999999998,7.03,2024-01-21 07:30:00
1.0,1.0,1.0,-0.6800000000000006,7.36,2024-01-21 07:40:00
1.03,1.03,1.03,2.0360000000000014,10.23,2024-01-21 07:50:00
1.06,1.06,1.06,2.5679999999999996,11.35,2024-01-21 08:00:00
1.03,1.03,1.03,-0.5299999999999994,8.33,2024-01-21 08:10:00
1.69,1.69,1.69,-2.742,5.89,2024-01-21 08:20:00
1.0,1.0,1.0,-3.016,5.18,2024-01-21 08:30:00
1.0,1.0,1.0,-1.0459999999999994,6.38,2024-01-21 08:40:00
0.99,0.99,0.99,-1.8759999999999994,4.1,2024-01-21 08:50:00
0.99,0.99,0.99,-0.3179999999999996,4.99,2024-01-21 09:00:00
1.0,1.0,1.0,1.0780000000000003,6.51,2024-01-21 09:10:00
1.0,1.0,1.0,-0.23599999999999977,5.2,2024-01-21 09:20:00
1.25,1.25,1.25,-2.3600000000000003,2.25,2024-01-21 09:30:00
1.9,1.9,1.9,-1.2620000000000005,3.16,2024-01-21 09:40:00
1.77,1.77,1.77,-0.6159999999999997,3.51,2024-01-21 09:50:00
0.99,0.99,0.99,0.7919999999999994,4.52,2024-01-21 10:00:00
0.99,0.99,0.99,0.28000000000000025,3.71,2024-01-21 10:10:00
0.99,0.99,0.99,0.2760000000000007,4.07,2024-01-21 10:20:00
0.99,0.99,0.99,-0.81,2.94,2024-01-21 10:30:00
1.0,1.0,1.0,-1.7439999999999998,1.63,2024-01-21 10:40:00
1.51,1.51,1.51,-1.5979999999999996,1.09,2024-01-21 10:50:00
1.9,1.9,1.9,-0.8820000000000001,1.33,2024-01-21 11:00:00
1.9,1.9,1.9,0.8980000000000001,2.87,2024-01-21 11:10:00
1.71,1.71,1.71,0.6639999999999999,2.56,2024-01-21 11:20:00
1.9,1.9,1.9,0.19799999999999995,2.21,2024-01-21 11:30:00
1.9,1.9,1.9,-0.06599999999999984,2.16,2024-01-21 11:40:00
1.9,1.9,1.9,-1.1440000000000001,1.02,2024-01-21 11:50:00
1.9,1.9,1.9,-0.8140000000000001,0.97,2024-01-21 12:00:00
1.9,1.9,1.9,-0.3759999999999999,1.12,2024-01-21 12:10:00
1.9,1.9,1.9,0.8979999999999999,2.44,2024-01-21 12:20:00
